Date,Price
22/4/2015 16:00:00,193.089996
23/4/2015 9:00:00,192.649994
23/4/2015 16:00:00,193.589996
24/4/2015 9:00:00,194.020004
24/4/2015 16:00:00,193.979996
27/4/2015 9:00:00,194.630005
27/4/2015 16:00:00,193.210007
28/4/2015 9:00:00,193.169998
28/4/2015 16:00:00,193.809998
29/4/2015 9:00:00,192.809998
29/4/2015 16:00:00,193.020004
30/4/2015 9:00:00,192.399994
30/4/2015 16:00:00,191.100006
1/5/2015 9:00:00,191.960007
1/5/2015 16:00:00,193.100006
4/5/2015 9:00:00,193.639999
4/5/2015 16:00:00,193.699997
5/5/2015 9:00:00,193.399994
5/5/2015 16:00:00,191.440002
6/5/2015 9:00:00,192.089996
6/5/2015 16:00:00,190.669998
7/5/2015 9:00:00,190.589996
7/5/2015 16:00:00,191.440002
8/5/2015 9:00:00,193.300003
8/5/2015 16:00:00,193.949997
11/5/2015 9:00:00,193.929993
11/5/2015 16:00:00,193.020004
12/5/2015 9:00:00,192.149994
12/5/2015 16:00:00,192.460007
13/5/2015 9:00:00,192.960007
13/5/2015 16:00:00,192.520004
14/5/2015 9:00:00,193.639999
14/5/2015 16:00:00,194.529999
15/5/2015 9:00:00,194.679993
15/5/2015 16:00:00,194.729996
18/5/2015 9:00:00,194.630005
18/5/2015 16:00:00,195.330002
19/5/2015 9:00:00,195.440002
19/5/2015 16:00:00,195.229996
20/5/2015 9:00:00,195.369995
20/5/2015 16:00:00,195.100006
21/5/2015 9:00:00,195.050003
21/5/2015 16:00:00,195.690002
22/5/2015 9:00:00,195.309998
22/5/2015 16:00:00,195.259995
26/5/2015 9:00:00,194.729996
26/5/2015 16:00:00,193.160004
27/5/2015 9:00:00,193.660004
27/5/2015 16:00:00,194.940002
28/5/2015 9:00:00,194.660004
28/5/2015 16:00:00,194.759995
29/5/2015 9:00:00,194.669998
29/5/2015 16:00:00,193.490005
1/6/2015 9:00:00,194.229996
1/6/2015 16:00:00,193.940002
2/6/2015 9:00:00,193.429993
2/6/2015 16:00:00,193.740005
3/6/2015 9:00:00,194.309998
3/6/2015 16:00:00,194.270004
4/6/2015 9:00:00,193.520004
4/6/2015 16:00:00,192.690002
5/6/2015 9:00:00,192.479996
5/6/2015 16:00:00,192.300003
8/6/2015 9:00:00,192.169998
8/6/2015 16:00:00,191.110001
9/6/2015 9:00:00,191.100006
9/6/2015 16:00:00,191.059998
10/6/2015 9:00:00,191.960007
10/6/2015 16:00:00,193.330002
11/6/2015 9:00:00,193.949997
11/6/2015 16:00:00,193.929993
12/6/2015 9:00:00,193.009995
12/6/2015 16:00:00,192.509995
15/6/2015 9:00:00,191.220001
15/6/2015 16:00:00,191.619995
16/6/2015 9:00:00,191.5
16/6/2015 16:00:00,192.740005
17/6/2015 9:00:00,193.059998
17/6/2015 16:00:00,193.070007
18/6/2015 9:00:00,193.610001
18/6/2015 16:00:00,194.979996
19/6/2015 9:00:00,194.800003
19/6/2015 16:00:00,193.850006
22/6/2015 9:00:00,194.369995
22/6/2015 16:00:00,194.270004
23/6/2015 9:00:00,194.479996
23/6/2015 16:00:00,194.410004
24/6/2015 9:00:00,194.179993
24/6/2015 16:00:00,193.020004
25/6/2015 9:00:00,193.509995
25/6/2015 16:00:00,192.419998
26/6/2015 9:00:00,192.820007
26/6/2015 16:00:00,192.419998
29/6/2015 9:00:00,190.779999
29/6/2015 16:00:00,188.350006
30/6/2015 9:00:00,190.179993
30/6/2015 16:00:00,188.839996
1/7/2015 9:00:00,190.649994
1/7/2015 16:00:00,190.270004
2/7/2015 9:00:00,190.850006
2/7/2015 16:00:00,190.130005
6/7/2015 9:00:00,188.720001
6/7/2015 16:00:00,189.580002
7/7/2015 9:00:00,189.860001
7/7/2015 16:00:00,190.75
8/7/2015 9:00:00,189.360001
8/7/2015 16:00:00,187.509995
9/7/2015 9:00:00,189.899994
9/7/2015 16:00:00,187.850006
10/7/2015 9:00:00,190.179993
10/7/2015 16:00:00,190.240005
13/7/2015 9:00:00,191.589996
13/7/2015 16:00:00,192.369995
14/7/2015 9:00:00,192.369995
14/7/2015 16:00:00,193.220001
15/7/2015 9:00:00,193.289993
15/7/2015 16:00:00,193.139999
16/7/2015 9:00:00,194.309998
16/7/2015 16:00:00,194.619995
17/7/2015 9:00:00,194.679993
17/7/2015 16:00:00,194.850006
20/7/2015 9:00:00,195.089996
20/7/2015 16:00:00,194.940002
